Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,PersonalLoan
43,21,75,367,2,4.131623995999047,1,0,0,0,1,1,0
60,33,142,388,3,1.8897324708395336,1,90,0,0,1,1,0
48,19,156,308,4,4.214696450754279,1,0,1,0,1,1,0
37,6,80,352,2,2.377037945950576,3,0,0,0,1,1,0
49,27,27,459,1,2.5692702939958423,1,0,1,1,1,1,0
30,6,72,213,4,1.5419075408241114,2,86,0,0,0,1,0
42,14,56,315,1,-0.08795040627777007,1,0,0,1,1,1,0
46,24,22,199,2,2.448410931772033,1,0,0,1,1,0,0
59,24,123,27,4,4.1327902898583515,1,0,0,0,1,1,1
60,35,156,45,2,4.5263986113741375,1,188,0,0,1,1,0
46,27,60,428,2,0.6251167517835619,3,125,0,0,1,1,0
59,36,175,381,2,3.359754420625141,1,0,0,1,1,1,1
41,10,146,378,2,3.2917437198469033,2,0,0,0,0,0,1
45,19,21,267,1,3.9388783783297785,1,0,0,0,1,0,0
49,25,85,370,4,1.671435182670061,3,238,0,0,1,1,0
26,0,8,196,2,2.3350369759628693,1,0,0,0,0,0,0
32,3,73,345,2,0.1441938081390708,1,0,0,1,0,1,0
50,24,65,54,4,0.32042638498881965,2,223,1,0,1,1,0
30,5,15,259,2,0.8976155805461249,2,0,0,0,1,1,0
29,6,12,259,4,1.2944050549199857,2,0,0,0,0,0,0
28,5,67,259,4,-0.0025641098712976262,1,0,0,0,1,0,0
39,11,78,259,4,1.7702235550554681,3,0,0,0,0,0,0
52,26,88,367,2,2.4187751838135365,3,0,0,0,0,1,0
26,0,127,411,2,3.658424363255983,1,0,0,0,1,1,0
39,15,156,15,2,0.2530987154947677,1,0,0,0,1,1,0
30,7,47,259,4,2.969479064659768,1,0,0,0,1,0,0
44,22,22,266,2,3.2747374266003595,1,0,0,0,1,1,0
49,19,71,349,2,0.3847860291566067,1,0,0,0,1,0,0
28,2,68,259,2,2.5382770961493093,1,0,0,0,1,0,0
61,35,84,173,3,-0.21349497874951273,3,86,0,0,1,1,0
49,28,60,151,4,2.6408846020970467,1,0,0,0,1,0,0
41,15,60,465,1,0.3961344943997853,1,0,1,0,1,1,0
30,19,102,36,1,1.3153235304269613,2,0,0,0,1,0,0
27,-3,119,196,4,3.026028648059711,3,453,0,0,1,0,1
45,27,64,220,3,0.32831974466489255,2,0,0,1,1,1,0
50,25,51,316,1,0.962911105538186,3,0,0,0,0,1,0
57,26,80,277,2,0.3364770440655541,1,0,1,0,1,1,0
41,9,84,312,2,2.571183704596896,1,0,1,0,1,1,0
36,15,162,190,4,3.5226342037145635,1,0,0,0,1,0,0
47,20,26,434,4,1.1468809315574058,1,0,0,0,1,0,0
50,24,21,106,4,1.8196769591890618,3,87,0,0,1,0,0
51,23,85,213,2,0.15010868017381548,2,155,0,0,0,1,0
47,21,5,396,2,1.9457545932364857,1,0,1,0,1,0,0
50,26,81,367,1,2.014065686726556,1,0,0,0,1,0,0
45,27,166,159,3,2.747736428621712,3,129,0,0,1,0,1
60,37,157,188,1,2.0816152952452627,1,0,0,1,1,1,0
48,23,63,395,1,1.4439529672947402,2,167,0,0,1,0,0
37,16,13,213,2,0.7423048777917419,1,0,1,0,0,1,0
57,27,86,340,2,4.590002456833664,1,0,0,0,1,1,0
34,8,70,454,2,1.3649345316091304,1,0,0,0,1,0,0
61,37,184,460,2,6.071995499986383,1,0,1,0,1,1,1
45,20,78,367,2,2.187104440286663,1,87,0,1,1,1,0
60,34,75,233,1,0.2961577519960956,1,0,0,0,0,0,0
25,3,7,141,3,0.32021875505443925,2,0,0,0,0,0,0
50,21,25,152,4,0.9488474463785019,1,0,0,0,1,1,0
59,36,171,381,1,1.0131128571421208,1,0,0,0,1,1,0
59,36,158,381,3,2.1617518103077966,1,0,0,1,1,1,0
47,20,59,370,1,0.9173593598132401,1,0,0,1,1,0,0
46,20,76,137,2,0.9707322788978677,2,0,0,0,0,0,0
46,15,21,139,1,0.622094412149264,1,238,0,0,1,1,0
61,36,190,189,2,3.4395652574426308,1,0,0,0,0,0,0
54,27,85,432,3,0.14703952620465915,2,145,0,1,1,0,1
35,15,18,15,2,2.381378144691943,1,0,0,0,1,0,0
33,8,71,378,1,7.942794183061029,1,0,0,0,0,0,0
62,38,60,430,1,-0.13502122486578988,1,107,0,0,1,0,0
43,11,170,115,2,2.9943031870046948,1,0,0,0,1,0,0
52,26,50,403,2,1.6899402205333611,2,0,0,0,0,0,0
34,5,11,269,1,3.4614942524066716,2,101,1,0,1,0,0
54,29,32,213,4,0.9916443843093701,2,0,1,1,1,1,0
51,19,168,315,1,2.4744996128187804,2,0,0,0,1,0,0
52,28,41,367,4,0.1538874006095125,3,0,0,0,0,0,0
34,15,14,259,1,2.3369549151567863,1,90,0,0,1,1,0
49,19,22,15,3,0.249885757158716,1,0,0,1,1,1,0
29,6,12,91,4,1.8602368591829417,1,192,0,0,1,0,0
50,21,165,325,3,0.9728761091085487,3,217,0,0,1,0,1
51,26,58,200,3,1.0665824038446192,3,0,0,0,0,1,0
53,26,74,316,4,-0.1996073788746831,1,144,0,0,0,0,0
58,35,101,381,3,2.8198949591350804,1,0,0,0,1,0,0
51,28,37,107,3,1.6956487800109579,2,129,0,0,0,0,0
29,3,20,259,3,1.993622056678261,2,234,0,0,1,0,0
47,21,80,141,1,0.6362445645035393,1,0,0,0,1,1,0
59,36,29,96,4,2.1632321112228645,3,88,0,0,0,1,0
39,23,165,211,1,0.9826096606836882,1,95,0,0,1,0,0
29,6,48,149,1,0.04590657782091359,1,267,0,0,1,1,0
27,-2,9,275,1,5.979310759286302,1,0,0,0,0,0,0
52,30,88,194,2,2.3372599905107148,1,0,0,0,0,0,0
52,27,176,214,2,1.1679938028273003,1,0,0,0,0,0,1
52,27,77,213,2,1.6761874766745255,3,0,0,0,1,1,0
39,24,77,13,3,2.4686690182802007,3,0,0,0,0,0,0
59,26,67,316,4,0.013157976093412682,2,158,0,1,1,1,0
50,17,23,278,4,2.172058768322787,3,0,1,0,0,1,0
30,0,15,458,4,2.8707334382653276,3,0,0,0,0,0,0
59,37,182,381,2,2.7762231485839415,1,0,1,1,1,0,0
36,14,18,15,3,2.4791356132475,2,0,0,0,1,1,0
45,10,22,430,3,1.4321119098203063,2,0,0,0,1,0,0
48,21,63,292,1,0.9172141641148196,3,167,0,0,0,0,0
43,18,34,241,2,0.2590234906822838,1,0,0,0,0,1,0
53,36,142,441,2,0.333069685810825,3,0,0,0,0,0,0
51,26,76,292,3,0.3049025368899406,3,0,0,0,0,0,0
49,25,68,267,2,0.5101477393134377,3,0,0,0,0,0,0
30,5,97,259,4,1.2334158451766286,1,0,0,0,0,0,0
48,24,84,239,2,2.7601672929429113,1,0,0,0,0,0,0
35,9,31,402,4,0.4875652801932938,1,0,0,0,1,0,0
51,26,27,339,1,1.413704868706423,2,0,0,0,1,0,0
38,5,147,333,2,7.1962678924939585,1,0,0,0,1,1,0
45,15,107,106,2,6.564006101470173,2,0,0,0,0,0,0
30,4,133,259,1,2.577422721320381,1,0,0,0,1,0,0
53,25,81,347,3,0.04377405807061027,3,0,0,0,0,1,0
27,3,160,224,2,8.536676522281368,3,0,0,0,1,0,0
49,25,26,213,2,3.0460278291850775,3,0,1,0,1,0,0
50,24,71,21,2,0.4912250461787482,1,0,0,0,1,0,0
59,36,54,76,3,1.2018407440682821,1,0,0,0,0,0,0
25,-1,3,259,2,2.1016653636873417,3,0,0,0,0,1,0
54,26,84,377,1,0.743014710827034,2,0,0,0,1,0,0
47,20,47,310,2,0.19531089600217555,1,0,0,0,1,1,0
50,26,77,330,2,0.6953622048186043,2,0,0,0,0,0,0
49,31,23,430,2,0.24450565425010656,3,86,0,1,1,0,0
50,5,31,355,2,0.21226522428283287,1,0,0,0,1,1,0
35,13,75,276,2,0.488597075874572,3,248,0,0,1,1,0
30,0,71,188,4,2.301868508602729,3,0,0,0,1,1,1
54,28,25,277,3,0.09187987911911655,1,0,0,0,1,0,0
43,20,21,330,1,0.13398348932812648,1,0,0,0,1,0,0
29,9,68,349,1,2.541403680404416,1,0,0,0,1,0,0
39,22,34,123,1,1.136363095398928,2,0,0,0,0,0,0
59,36,182,381,2,2.4264029690614493,1,0,0,0,1,0,0
43,22,75,448,1,0.29203556466891906,3,0,0,0,1,0,0
51,21,55,282,4,1.0643193542742737,1,0,0,0,0,1,0
44,25,21,273,1,1.817833676269811,1,93,0,0,1,0,0
32,4,26,183,3,1.500839314506674,1,137,0,0,0,0,0
28,0,12,84,3,0.9873080566632844,3,0,0,0,0,0,0
51,23,80,316,4,0.5902354110462824,3,0,0,0,0,0,0
51,27,123,367,2,1.3938512690604767,1,0,0,0,0,0,0
60,37,166,381,2,0.8270540704898826,1,0,0,1,1,1,0
51,22,64,331,1,-0.07984123730707438,3,0,0,0,1,1,0
52,26,64,273,2,1.226382613813658,1,138,1,0,0,1,0
46,22,95,241,1,7.096804906642607,1,0,0,1,1,0,0
26,0,8,259,2,1.569915736680518,1,185,0,0,0,1,0
34,11,107,367,3,1.8337953672765561,3,0,0,0,1,1,0
45,19,71,378,1,1.4759184933577605,1,0,1,0,1,1,0
52,28,31,51,4,1.754455148891622,1,0,0,0,1,1,0
28,5,3,259,4,1.4932284849273385,2,0,0,0,1,0,0
35,4,27,321,1,1.6314282152646926,1,0,1,0,1,1,0
47,23,39,166,1,1.126355724815671,1,0,0,0,1,1,0
26,0,34,259,2,2.186458532208159,1,0,0,0,1,0,0
57,37,186,381,2,2.410772652414982,3,0,0,0,1,0,0
30,7,93,349,2,2.0690012170320116,3,0,0,0,0,0,0
48,25,24,421,1,2.139748227749431,1,0,1,0,1,0,0
35,11,32,141,2,2.6541583338652255,3,0,0,0,1,0,0
47,24,28,113,3,2.0159966972174157,3,0,1,0,1,0,0
33,3,152,361,2,3.6897938772655436,1,0,0,0,1,0,0
58,36,161,387,2,2.864944073076545,1,0,0,0,1,0,0
29,1,133,287,2,2.645820374535031,1,0,0,0,1,0,0
51,26,85,214,1,6.455479651061894,1,0,0,0,1,1,0
59,34,91,35,3,0.9875670221299098,1,101,0,0,0,1,0
42,27,102,181,3,0.43165817293136444,1,0,0,0,0,0,0
48,26,81,466,3,0.7903853722328431,1,0,0,0,1,1,0
60,35,94,381,4,2.9593050375278533,1,0,0,1,1,1,0
51,27,70,305,1,0.26446576448182735,1,83,1,1,1,1,0
40,12,38,352,2,2.4016120946646704,3,0,0,0,0,0,0
53,26,26,367,4,2.0520097803898794,1,0,0,0,1,1,0
31,4,15,96,3,2.1886530968722138,1,0,0,0,0,1,0
32,7,75,349,4,9.294982535074661,3,0,0,0,0,1,0
45,14,79,150,1,6.185592775703256,1,253,0,0,1,0,0
52,35,79,441,1,2.1202549919272573,3,0,0,0,1,0,0
27,0,6,276,3,4.008445927365184,2,99,0,0,1,0,0
50,27,83,214,3,2.629387047404906,1,299,0,0,1,0,0
34,12,66,259,2,0.028330394632825218,1,0,0,0,1,0,0
49,28,54,316,3,0.35220133082545113,3,192,0,0,1,0,0
60,36,55,317,4,1.7421619177714716,3,89,0,0,1,1,0
52,29,62,244,3,0.012001706440845472,1,0,0,1,1,0,0
40,7,168,331,1,3.568986048116088,1,0,0,0,1,1,0
50,24,39,251,4,0.5416624646007255,3,0,0,0,0,0,0
31,3,134,116,4,1.667989663688446,1,227,0,0,1,0,0
48,25,45,398,2,0.5444741146214227,1,121,0,0,0,1,0
59,36,103,381,1,1.1330626418246248,1,0,0,0,1,1,0
50,27,40,365,2,0.5878193901908424,3,0,0,0,0,1,0
51,20,76,40,2,0.43090820613934366,1,212,0,1,1,0,0
34,5,62,259,1,1.7827444567656945,1,0,0,0,1,0,0
61,36,70,155,4,-0.18987821913963154,1,125,1,0,1,1,0
26,2,5,259,4,0.6889443698586063,2,0,0,0,1,0,0
42,21,71,164,1,0.42732906741712545,2,181,0,0,0,0,0
45,19,107,345,1,3.5930692664528068,1,0,0,0,1,1,0
44,22,100,41,1,0.20758539310120883,1,209,0,0,1,1,1
50,18,114,283,2,3.4118735758057346,1,0,0,0,1,1,0
52,23,72,267,1,1.7744037649537845,1,0,0,0,0,1,0
55,34,183,372,2,2.754082319800486,2,0,0,0,1,1,0
39,18,164,241,2,0.8354670987138362,2,254,1,0,0,0,1
28,4,63,259,1,4.731506919434359,3,342,0,0,1,0,0
51,26,30,213,2,0.02762934870598588,3,0,0,0,1,0,0
35,4,8,39,1,2.8572084643992732,3,221,0,1,0,0,0
32,3,10,109,1,2.504762656170565,1,0,1,0,1,0,0
48,20,44,452,2,4.135812795402589,1,0,0,0,1,1,0
60,37,165,381,3,2.1244309667474486,2,173,0,1,1,0,0
33,11,93,182,4,1.6973130136911794,1,0,0,0,0,0,0
27,3,13,144,4,2.981931502185878,1,0,0,0,1,1,0
39,10,151,305,1,5.608827232234,1,0,0,0,1,1,0
39,12,34,259,4,0.2570182201943783,3,0,0,0,1,0,0
32,4,7,349,3,0.14828956810122196,2,0,0,0,1,1,0
36,11,73,321,1,3.057273476310892,1,0,0,1,1,1,0
38,12,151,275,1,3.9200866121211146,2,0,0,1,1,1,1
61,37,141,185,2,2.727743256006585,3,322,0,0,1,0,0
33,11,116,263,2,6.645910099027361,3,0,1,1,1,1,1
50,25,126,308,2,3.0841524907299283,1,0,0,0,1,0,0
59,36,178,388,4,3.4902908618941275,1,0,0,1,1,0,1
46,19,66,430,2,0.9220384483850853,3,0,0,0,0,0,0
53,25,124,213,1,5.1039436182331945,1,0,0,0,1,0,0
52,36,153,381,3,2.102767035425788,2,0,0,0,0,1,0
51,24,64,241,4,0.3441512663113918,2,0,0,0,0,0,0
38,10,24,309,3,1.8140241935310009,3,0,0,0,0,1,0
61,38,162,344,1,4.682290983377506,1,0,0,0,1,1,0
37,9,49,151,3,0.8404377400303571,2,170,1,1,1,1,0
36,10,98,321,1,0.6759678189475512,3,0,0,0,1,1,0
32,16,23,149,1,0.05290261237128002,1,0,0,0,1,0,0
50,25,24,80,4,1.28701041460011,2,0,0,0,1,0,0
44,20,74,321,1,2.561303758994319,1,0,1,0,0,0,0
59,34,39,35,4,7.529193032901934,1,0,0,1,1,1,0
53,29,80,367,1,7.337730420288232,2,0,0,0,1,1,0
45,25,22,321,3,0.26767291901776225,1,93,1,0,1,1,0
47,25,68,430,4,-0.02675077318826724,1,0,0,1,0,1,0
49,20,78,271,4,0.2865182055323661,1,151,0,0,1,1,0
42,19,166,8,2,1.5546677837672798,1,0,0,0,0,1,0
33,7,167,241,2,-0.04532573496629111,1,0,0,0,1,1,0
52,27,47,246,3,1.5327943726594333,3,190,0,0,0,0,0
45,18,141,416,2,1.5601835186819484,1,0,0,0,0,0,0
34,11,92,347,4,2.6360723762349023,1,0,0,0,1,1,0
39,9,167,40,2,9.468268555558556,1,0,0,0,1,0,1
40,11,48,430,3,0.9340042234117825,2,158,0,1,1,1,0
52,27,34,334,3,1.1141796767121965,3,99,0,0,0,1,0
31,3,22,259,4,1.579829140506444,1,0,0,0,1,0,0
53,26,67,385,2,0.021707365230796916,1,0,0,0,1,1,0
52,28,27,151,2,1.5873731051325233,1,0,0,0,1,0,0
28,2,169,390,2,7.514552996318061,1,0,0,0,0,1,1
32,8,14,276,1,0.37352222075222113,3,92,0,0,0,0,0
30,0,138,258,2,4.843793925953444,1,0,0,0,1,0,0
48,27,67,319,1,2.8329460172956704,3,0,0,1,1,1,0
29,3,89,377,4,3.9953366325709685,1,0,0,0,1,0,0
45,25,64,110,1,0.6946676734483368,1,412,1,0,0,0,0
45,23,79,106,2,1.8573952928368205,1,0,0,0,1,0,0
25,2,16,425,2,1.93258747163072,3,0,0,0,1,0,0
41,20,19,285,2,1.1880439755994558,1,0,1,0,0,0,0
42,18,112,292,1,6.912987276769257,1,0,0,0,1,1,0
38,11,75,40,4,1.8726115323105925,2,0,0,0,1,1,0
48,22,71,287,1,0.2512670662474079,2,227,1,0,1,1,0
26,3,151,47,1,3.6247169278380467,2,0,0,1,1,1,0
36,10,65,410,2,7.447008043831449,1,304,1,1,1,1,0
52,25,133,353,2,0.507425732091475,1,0,1,0,1,0,0
60,36,34,152,1,2.206899966191364,1,0,0,0,1,1,0
29,-2,122,272,4,2.790631334344413,1,0,0,0,1,0,1
44,24,38,25,3,2.0240333042265912,2,0,0,0,0,0,0
50,27,79,430,3,0.5519220378916612,2,0,1,1,1,1,0
56,35,182,381,4,2.6721726480401875,1,0,0,0,1,0,0
46,27,35,373,3,0.9445831041521044,1,127,0,0,0,1,0
59,35,150,185,2,2.1963221369883534,1,0,0,0,1,0,0
51,33,88,271,3,1.1848267212125876,3,0,0,0,1,0,0
39,10,68,310,4,2.986584377437736,3,0,0,0,1,1,1
61,37,90,381,1,1.5402409982806935,3,341,0,0,1,1,0
36,11,77,259,2,0.6171920181640884,3,0,0,1,1,1,0
34,14,14,15,1,2.9232750352760672,1,0,0,0,1,0,0
28,3,10,386,3,0.7015549106862504,3,0,1,1,1,1,0
38,6,45,27,1,3.6016364999595756,2,0,0,0,1,1,1
60,35,90,91,2,3.464665441452002,1,0,0,0,1,1,0
49,26,121,406,1,5.252760431489674,1,294,0,0,1,0,0
45,17,68,377,2,0.7503249417946273,1,0,0,0,0,1,0
53,27,47,308,4,0.6852183304996267,1,192,0,0,1,0,0
40,18,74,212,2,2.545971043848729,1,0,0,0,1,1,0
29,0,4,349,1,2.3007269935547616,1,0,0,0,1,0,0
35,14,24,141,4,0.5573239203220937,3,186,0,0,0,0,0
54,27,72,400,1,0.1020272977928493,1,0,0,0,1,0,0
59,35,103,367,2,1.0644257148460294,1,0,0,0,0,1,0
52,27,48,260,3,0.8695890541203487,2,0,0,0,1,0,0
52,28,54,316,4,0.3531084523606685,3,77,0,0,1,0,0
41,22,50,444,3,0.6821568380995713,3,124,0,0,1,0,0
38,16,158,196,1,4.967354984391788,1,0,0,1,1,0,1
62,36,88,367,1,1.665768534743397,1,0,0,0,1,0,0
46,23,133,106,2,1.5636259749672998,1,0,0,0,1,0,0
47,25,75,183,2,2.4224140999325,1,0,0,0,1,1,0
54,28,89,213,3,1.6731119411107929,1,206,0,0,0,0,0
52,25,172,97,1,2.003583847138331,2,233,0,0,0,1,1
59,33,100,381,4,0.4953960995111159,3,0,0,0,1,0,0
58,35,177,381,2,2.684122400877328,3,0,0,1,0,1,1
60,34,88,400,4,1.6699958410876172,3,0,0,1,1,1,0
51,26,130,391,2,4.296705004165742,1,0,0,0,0,0,1
45,25,52,188,4,1.8797552379585645,3,0,0,1,1,0,0
42,11,100,41,1,2.47198706783893,1,0,0,0,1,1,0
29,1,96,352,2,1.3142149424131935,1,0,0,0,1,0,0
35,10,30,94,4,1.1404899812214595,3,0,0,0,0,1,0
36,12,100,159,2,8.10914783261666,1,377,0,0,1,0,0
50,18,46,267,2,0.22215260731439668,1,0,1,0,1,0,0
46,19,18,107,4,0.8921134362019262,1,0,0,0,1,0,0
40,20,61,142,4,0.6238176890213383,1,0,0,0,1,0,0
47,25,32,241,2,0.4750362565771129,1,0,0,0,1,1,0
54,26,75,308,4,0.7885911850951308,3,0,0,0,0,0,0
31,1,132,196,2,8.293550796241098,1,0,0,0,0,0,0
58,33,33,381,2,4.28901413297429,1,0,0,0,1,1,0
52,25,175,68,4,5.408469666868025,1,228,0,0,1,1,0
46,18,68,190,3,1.1842211491508623,1,0,0,0,1,0,0
51,29,24,273,1,0.7120628675513895,3,0,0,0,1,0,0
44,6,76,349,4,1.3610473915302137,2,0,0,0,1,1,0
51,27,81,153,2,2.1423873685433064,1,0,0,0,0,1,0
61,36,80,304,2,0.47186316395590366,1,121,0,1,1,1,0
59,34,102,381,3,1.3360773769137988,3,0,0,0,1,0,0
45,24,82,367,2,2.314724978730687,1,0,0,0,1,1,0
29,2,102,300,2,0.17093961691325005,1,0,1,1,1,1,0
48,5,65,330,2,0.36187589786895247,2,0,0,0,1,1,0
60,36,100,388,2,2.376535035722058,1,0,0,0,1,1,0
25,1,1,259,4,1.7737581113599488,3,0,0,0,1,0,0
60,37,157,185,2,2.4046503215943336,1,0,1,1,1,1,0
60,36,93,387,4,3.740726182009151,3,0,0,1,1,1,0
35,2,12,318,1,3.420938154599838,2,0,0,0,1,1,0
36,13,13,259,4,0.17168137272848574,2,0,0,0,1,0,0
52,24,61,296,4,0.6305449778141194,3,0,0,0,0,0,0
26,-1,0,259,1,2.0725541993683403,1,137,0,0,0,0,0
34,5,70,259,1,3.1949973635017694,1,83,0,0,1,0,0
46,12,72,275,1,1.2965335648645824,1,0,0,0,1,0,0
34,16,21,230,2,2.9830981651397988,1,0,0,0,1,1,0
54,26,82,420,4,0.23344321093961318,1,0,0,1,1,0,0
53,36,94,381,3,0.5488923535819706,3,0,0,0,0,0,0
46,11,58,393,1,2.7299923510238555,1,0,0,0,0,0,0
42,16,68,349,4,0.6164688432382429,3,0,0,0,1,0,0
26,4,14,259,2,1.9358223555380523,1,74,0,0,1,0,0
50,24,46,35,1,0.544748156418279,2,0,0,0,0,0,0
60,36,146,101,2,5.613311795164577,1,0,0,0,0,0,0
30,8,75,451,2,1.1730595820307648,1,0,0,1,1,1,0
52,26,184,152,2,-0.18858897812971454,1,0,0,0,0,1,0
54,26,76,159,3,0.9488035601325944,3,126,0,0,1,0,0
50,26,61,321,2,0.5874055330023307,1,210,0,0,0,0,0
45,20,70,315,2,-0.05907309324065618,1,0,0,0,1,0,0
58,34,97,367,1,0.3098970064962882,2,0,0,1,0,1,0
29,6,89,275,3,6.031863748290806,1,149,0,0,0,1,0
51,28,24,352,1,0.6209294622077299,3,0,1,0,1,0,0
52,24,64,395,3,0.37050300918560763,1,0,0,0,1,1,0
58,35,99,381,3,2.5014059593213984,1,0,0,0,1,1,1
53,27,50,130,1,0.3909333300604165,1,78,0,0,1,0,0
38,9,168,367,4,3.2329700822390697,3,0,0,0,1,0,1
52,28,136,47,2,4.5935227966650976,1,0,0,0,1,0,1
45,20,57,139,1,1.2357770189428334,1,0,0,0,1,1,0
39,10,49,259,4,1.9245350299474364,3,0,0,0,1,1,0
28,-1,3,349,4,0.135779482490688,2,0,0,0,1,0,0
36,11,51,349,1,4.850504312334065,1,0,1,0,1,0,1
34,5,17,151,2,0.4207148506428733,1,0,0,0,1,1,0
44,24,155,445,2,2.6379012180451276,1,0,0,0,0,0,0
50,26,35,400,3,1.211447336686266,3,0,0,0,1,0,0
59,36,101,381,2,0.28917164022778286,3,0,0,0,1,1,0
52,25,80,318,2,1.8795314556890217,2,91,0,1,1,1,0
58,35,182,381,2,-0.20315321999430408,1,0,0,0,1,1,0
26,0,19,182,2,3.4586237390226655,1,0,0,0,1,0,0
38,17,67,34,2,1.1690420727400266,1,0,0,0,1,0,0
58,28,77,313,2,0.5050827566314118,2,0,1,0,0,1,0
29,3,6,94,2,0.9759268115916421,3,0,0,0,0,0,0
30,3,32,259,2,2.4225328322711994,3,0,1,0,0,0,0
44,24,40,19,2,0.5405300322064883,1,181,0,0,0,0,0
48,22,13,316,3,-0.05864060638989216,1,121,0,0,1,0,0
49,26,86,381,1,4.545179047672912,2,0,0,0,1,0,0
59,34,185,266,1,4.144056318344519,1,0,0,0,0,0,0
57,36,170,381,1,3.5534816365716533,1,0,0,0,1,1,0
60,35,148,183,4,1.2498074905670191,1,0,1,0,1,1,0
49,25,82,408,3,1.5260305444703042,1,0,0,0,1,0,0
45,20,73,367,2,2.219183281288973,1,0,0,0,0,1,0
59,34,151,443,2,2.5641378601726714,1,0,1,0,1,1,0
37,7,52,121,1,2.0234084796399983,3,0,0,0,0,0,1
30,5,69,53,1,0.5404674827379568,1,0,1,0,1,0,0
44,19,28,393,2,2.482347455259214,1,0,1,0,1,1,0
37,6,35,438,3,0.6867795993487678,2,0,0,0,1,0,0
46,25,81,367,3,1.412018416206938,3,0,0,1,1,0,0
52,28,188,296,1,6.965847561212504,1,0,0,0,0,0,0
34,9,44,96,3,1.7273478782808276,1,0,1,0,1,1,0
60,37,157,381,2,0.16298157175405054,3,0,1,1,1,1,0
37,8,67,259,2,4.896819379021962,3,85,0,0,1,0,0
45,23,61,365,3,0.11670721524534064,1,164,0,0,1,1,0
49,16,103,316,3,6.428671011499461,3,0,0,0,0,0,1
50,23,163,316,2,1.9022653724768572,3,0,0,0,1,0,1
52,27,79,367,1,-0.09015956457810437,1,0,0,0,1,1,0
58,36,110,381,4,1.3787093166071105,2,0,0,0,0,1,0
45,25,78,116,3,1.8980541353160587,1,0,0,0,1,1,0
39,7,146,83,3,1.7156325873625926,3,0,0,0,0,0,1
52,26,76,185,4,0.6161914625663619,2,150,0,0,0,0,0
50,18,24,273,4,0.6119962023900658,3,0,0,0,1,1,0
53,37,92,185,3,2.1770251150086803,3,84,0,1,1,1,0
35,10,17,419,4,1.3430358915018594,2,0,1,0,1,0,0
62,38,73,381,1,3.5358559348024396,3,0,0,0,1,0,0
38,9,105,390,2,7.878274761645864,1,0,0,0,1,0,0
52,23,52,367,3,0.22774953972491305,1,0,0,0,1,0,0
29,-1,37,259,1,1.0857329004323262,1,123,0,0,1,0,0
39,7,14,315,2,1.531550385445719,1,0,0,0,1,0,0
47,27,92,334,1,3.745283819549636,2,170,0,0,0,1,0
25,1,4,259,1,1.6925760313583986,1,0,0,0,0,0,0
33,5,20,259,4,1.2964234688014167,2,0,0,0,1,0,0
60,26,125,346,1,0.6109059508181728,1,0,0,1,1,1,0
52,18,38,154,3,0.24437359022604355,2,0,0,0,1,0,0
53,26,85,367,4,1.7020075995495028,2,0,0,0,0,0,0
50,22,41,316,2,0.11695018479156816,2,0,0,0,0,0,0
50,21,120,52,2,7.60742918953418,1,0,0,0,1,0,0
26,2,78,316,2,6.267465707881092,1,0,0,0,1,1,0
38,13,73,27,4,1.7315579938798125,3,0,0,0,1,0,0
45,19,76,367,1,5.162471486118119,1,0,0,0,1,1,0
46,23,101,34,2,0.08878702739891586,2,0,0,0,0,0,0
37,8,149,27,2,5.317286966402238,1,0,0,0,1,1,0
56,26,88,367,2,2.0649774180266345,1,0,0,1,1,1,0
47,18,67,209,1,0.5993250083571513,1,173,0,0,1,1,0
29,1,143,315,1,4.494503974799676,1,0,0,0,1,0,1
51,25,57,40,3,0.5225195208677742,3,196,0,0,0,1,0
26,3,13,259,3,0.10933544479251889,3,0,0,0,0,0,0
42,18,23,302,3,4.164800110286313,2,0,0,0,0,0,0
61,35,91,42,4,1.8510153831795282,1,0,0,0,1,1,0
47,25,163,200,2,5.442065206736251,1,0,0,0,0,0,0
35,6,157,280,1,4.40237511213293,2,0,0,1,1,0,1
30,6,68,227,2,1.8118558678204324,1,144,0,0,0,0,0
28,4,27,299,1,0.5617021719836015,1,0,0,0,1,1,0
42,15,20,259,1,0.4536750051805673,1,0,0,0,1,1,0
52,26,128,185,2,7.282411734090418,1,0,0,0,0,0,1
50,25,83,367,3,2.0196097680775806,2,0,0,0,1,1,0
31,4,11,296,4,-0.010791478176708724,2,74,0,1,1,1,0
50,24,43,316,1,0.6100194794991403,1,0,0,0,1,0,0
42,16,17,259,2,0.13760990951174845,1,0,0,0,1,0,0
52,30,47,314,2,0.6631220003619304,3,0,0,0,0,0,0
52,26,27,316,4,0.3988178739878718,2,83,1,0,1,1,0
34,2,154,397,3,3.458092451044892,1,0,0,0,1,0,0
54,22,40,385,3,0.2716966925341049,3,216,0,0,0,1,0
33,16,155,159,2,0.3540991932186391,1,0,0,0,1,0,0
33,7,151,150,2,7.724214076978305,1,180,0,0,1,1,0
49,24,20,347,4,0.4765974709880743,2,0,0,0,0,1,0
33,9,37,15,4,0.6549689393494033,1,0,0,0,1,0,0
52,28,60,367,1,0.2964268407116972,1,123,1,0,0,1,0
44,22,79,249,4,1.4016265837917103,2,238,0,0,1,0,1
54,29,42,101,2,0.15602302294764184,1,83,0,0,0,0,0
